DIA;TEMP;H.R.;INT VIENTO;PREC; FFMC;DMC;DC;ISI ;BUI;FWI
20101005;24;49;6;0;88,00522445;23,50586359;74,42103127;4,35682245;26,26904746;8,20018177
20101006;25;63;6;0;87,62407792;25,33489939;79,87503127;4,125455721;28,26050789;8,156117279
20101007;17;93;18;15;30,07517828;11,12360432;57,88114331;0,008713447;15,02732589;0,006627656
20101008;15;93;5;0;37,98389234;11,33705812;61,53514331;0,029951971;15,52391324;0,023229698
20101009;22;71;21;0;69,6861742;12,60584872;66,44914331;1,784034902;17,1011771;2,345250859
20101010;21;63;11;0;80,75960506;14,15457252;71,18314331;2,147870833;18,90909236;3,243921718
20101011;20,6;54;14;0;85,43814264;16,04516332;75,84514331;4,532452345;20,98944738;7,463449121
20101012;21,8;65;18;0;85,48599402;17,56320432;80,72314331;5,581361412;22,75124658;9,36652217
20101013;25,7;64;13;0;85,82765691;19,39053552;86,30314331;4,550332461;24,83262496;8,247402205
20101014;18,7;100;0;11;18,34133859;9,283704868;71,8714307;6,75869E-05;14,03509232;4,93711E-05
20101015;17;93;11;0;30,36336926;9,523674668;75,8854307;0,006624574;14,49843879;0,004932704
20101016;18,1;63;5;0;58,3210503;10,86917227;80,0974307;0,470372878;16,23174867;0,374748548
20101017;20,1;58;10;0;77,42406156;12,55558987;84,6694307;1,488126603;18,31964937;1,890930243
20101018;19,7;52;5;0;84,00696162;14,44655947;89,1694307;2,369593525;20,56404128;3,865120512
20101019;23,4;53;11;0;86,73671381;16,62750047;94,3354307;4,676827799;23,08335765;8,103241593
20101020;26;53;11;0;87,67371571;19,03988827;99,9694307;5,345079441;25,7968115;9,677111955
20101021;28;48;3;0;88,78642598;21,90588907;105,9634307;4,189895476;28,88384032;8,373952836
20101022;19,3;90;2;0;82,04259655;22,29226507;110,3914307;1,584768775;29,62730585;3,193611799
20101023;19,3;52;14;0;85,78968888;24,14686987;114,8194307;4,76009443;31,65230407;9,846305338
20101024;16,7;83;10;0;82,79900648;24,71999427;118,7794307;2,604845505;32,52006131;5,825438391
20101025;22,3;51;5;0,5;86,32158435;26,89165467;123,7474307;3,259557463;34,85006793;7,502481581
20101026;21,8;51;2;0;87,14929784;29,01691207;128,6254307;3,151479603;37,10647992;7,566347469
20101027;22,4;54;11;0;87,19771415;31,06432607;133,6114307;4,993777866;39,29100136;11,57415345
20101028;25,1;52;14;0;87,78069993;33,44622047;139,0834307;6,313093883;41,77670726;14,40713732
20101029;14,7;100;15;2;57,57609351;30,02148268;142,6834307;0,736739946;39,34623367;1,241742879
20101030;19,9;48;14;13;59,83454334;15,25507249;121,3048154;0,820113074;23,21230277;0,817625731
20101031;24;34;24;0;86,92375826;18,39267289;126,5788154;9,245415655;26,98326418;15,36035891
20101101;24,1;47;11;0;88,30465635;21,22585446;133,3208154;5,850777873;30,36554839;11,40695298
20101102;29;44;25;0;89,83193007;24,80148403;140,9448154;14,74733848;34,44854384;24,34272901
20101103;30,2;44;16;0;90,13423264;28,51966361;148,7848154;9,785971969;38,56067119;19,19588895
20101104;26,6;60;3;0;88,68842937;30,87004185;155,9768154;4,131365525;41,30363429;10,19386385
20101105;25,7;51;12;0;88,73735383;33,65570675;163,0068154;6,547289537;44,39568313;15,30865727
20101106;26,9;31;14;0;91,73691455;37,75401971;170,2528154;11,11834179;48,5775394;23,6263183
20101107;33,7;33;21;0;92,81172741;42,69999616;178,7228154;18,40922679;53,46543262;34,89620988
20101108;30,2;49;2;0;91,2544613;46,08619542;186,5628154;5,671969043;56,98203122;15,71538644
20101109;17;70;13;45;45,8032052;16,9300997;92,32331535;0,178899419;23,21662972;0,178378331
20101110;20,1;55;8;0;72,58426291;18,95380082;98,34531535;1,024373338;25,58182741;1,377320356
20101111;19,9;53;8;0;82,74181114;21,04750418;104,3313154;2,338195304;27,98232221;4,725624593
20101112;22,2;51;10;0;86,51247251;23,46936955;110,7313154;4,30796601;30,6814812;8,885118098
20101113;21,7;55;10;0;86,75190807;25,64580283;117,0413154;4,45664467;33,13852634;9,562456902
20101114;24,1;57;13;0;86,84776976;27,94442184;123,7833154;5,254830885;35,72583269;11,43629631
20101115;23,3;63;10;0;86,89608653;29,85951342;130,3813154;4,54884755;37,97610845;10,51890087
20101116;23,8;53;21;0;87,4150736;32,34204741;137,0693154;8,525033584;40,68476597;17,82705049
20101117;22,2;61;10;0;87,42650018;34,26965454;143,4693154;4,905999494;42,91323918;11,99047289
20101118;24,8;46;6;0;88,59897067;37,23647675;150,3373154;4,744125028;45,99323236;12,13816529
20101119;23,9;59;10;0;88,14617304;39,41078875;157,0433154;5,438298296;48,4344326;13,91503503
20101120;24;68;6;2;75,29367407;37,1982999;163,7673154;1,053613681;47,45126179;2,88056074
20101121;27,9;41;6;0;87,76126456;40,82780998;171,1933154;4,207227927;51,1554966;11,71181862
20101122;27,2;51;14;0;88,32400985;43,76938896;178,4933154;6,824307553;54,26945339;17,58513707
20101123;25,2;53;9;0;88,372814;46,39150317;185,4333154;5,341959036;57,08152393;15,02819582
20101124;26,3;56;11;0;88,42163426;48,94891833;192,5713154;5,949797298;59,85933516;16,73558778
20101125;27;51;3;0;88,47047063;51,86970877;199,8353154;4,004124352;62,91410028;12,68395567
20101126;29;45;8;0;89,59827386;55,38148781;207,4593154;6,056298534;66,42944547;17,94187609
20101127;32;41;11;0;90,89645321;59,52413552;215,6233154;8,482199305;70,43691656;23,59238596
20101128;22;67;5;8;55,74948712;34,5694465;204,2632882;0,383737935;48,58332938;0,632622752
20101129;21;65;5;0;73,39225678;36,21025658;210,4472882;0,910636732;50,63811094;2,524598225
20101130;28;35;6;0;88,60547293;40,2226577;217,8912882;4,748554745;55,0430121;13,44359703
20101201;25;33;19;0;91,06727838;44,1308623;225,7952882;13,0052574;59,29113601;29,0660401
20101202;26;38;24;0;91,11698821;47,88597488;233,8792882;16,8496943;63,34683609;35,68814983
20101203;28;54;21;3;81,89000505;40,86931636;238,0368417;4,051989793;57,19055405;12,11859364
20101204;28;29;14;0;91,60130567;45,48688457;246,4808417;10,90659952;62,25267181;26,39706568
20101205;29;39;19;0;91,65119182;49,59042118;255,1048417;14,13061758;66,74436366;32,57217347
20101206;30;36;8;0;91,70109444;54,03880595;263,9088417;8,176296054;71,48425743;23,16578518
20101207;32;34;10;0;92,3158823;58,92121218;273,0728417;9,864287858;76,54950682;27,3411069
20101208;28;26;26;0;93,2714823;63,73388891;281,5168417;25,25745638;81,3977519;52,00402828
20101209;27;30;14;0;93,32191986;68,12997655;289,7808417;13,89604849;85,81836036;36,40767967
20101210;31;38;23;0;92,99170004;72,57791434;298,7648417;20,88112255;90,30943089;48,44805509
20101211;27;77;34;10;67,49703748;39,26824273;278,8399604;3,201383071;58,08619811;10,08804764
20101212;11,8;100;6;9;16,31190713;20,34765629;260,5832531;3,88089E-05;34,04859667;4,9929E-05
20101213;22,8;32;18;0;73,76694789;23,97984828;268,0912531;1,782673693;39,19503993;4,523093295
20101214;27,4;30;10;0;89,94110254;28,43851368;276,4272531;7,035777388;45,24113837;16,33011236
20101215;29,7;33;16;0;91,99430518;33,05049459;285,1772531;12,75333223;51,25154887;26,69469226
20101216;30,8;42;13;0;92,04432108;37,18554357;294,1252531;11,04219231;56,51002353;25,36265932
20101217;31,8;44;3;0;92,01383382;41,30316018;303,2532531;6,643333176;61,62348845;18,44910268
20101218;26,4;63;10;0;88,33960631;43,57719128;311,4092531;5,591280285;64,56652102;16,64635597
20101219;19,9;100;5;5;31,89732151;28,6105757;306,2329189;0,007342915;46,38667405;0,011714597
20101220;26,9;81;6;9;38,94582007;15,65917346;289,0607934;0,03826705;27,58277115;0,042718534
20101221;31,7;47;5;0;79,76292602;19,54435839;298,1707934;1,427685906;33,58515677;3,118178934
20101222;33,6;38;13;0;90,98931025;24,35256527;307,6227934;9,506407248;40,6584458;19,30640668
20101223;32,7;53;16;0;90,5968493;27,90295919;316,9127934;10,45531996;45,73822828;21,94651692
20101224;25,4;94;0;2;61,32300672;25,2865524;324,8887934;0,442785058;42,33552161;0,662371575
20101225;32,7;39;13;0;88,7629111;29,89451046;334,1787934;6,910901144;48,86154695;16,78554677
20101226;34,8;27;11;0;93,96968717;35,7515653;343,8467934;13,07341098;56,7513003;28,54834153
20101227;22,8;33;10;0;92,89440391;39,3303427;351,3547934;10,70027585;61,46096982;25,88376084
20101228;31,2;35;8;0;92,94471698;44,02255724;360,3747934;9,743131179;67,44714392;25,42170201
20101229;28,8;60;10;0;89,18881302;46,69552156;368,9627934;6,316101444;70,94442419;19,17083505
20101230;28;48;10;0;89,23790268;50,0774025;377,4067934;6,360763917;75,20708569;19,88111166
20101231;30;52;6;0;89,28700855;53,41369108;386,2107934;5,236622356;79,38101636;17,75166702
