DIA;TEMP;H.R.;INT VIENTO (km/h);PREC;FFMC;DMC;DC;ISI ;BUI;FWI
20090815;29,6;49;16;0;89,00447483;19,51988926;240,7350026;8,322140871;32,45980654;15,58068252
20090816;11,6;100;16;13;17,25485548;8,923983212;209,7019415;9,63509E-05;16,13172953;7,64765E-05
20090817;15,1;46;14;5;51,22841199;6,195947577;202,6602358;0,383948184;11,51200178;0,250297031
20090818;15,4;33;27;0;80,7683756;7,745372157;205,1362358;4,814015034;14,15464456;6,315173967
20090819;9,9;100;8;15;14,36700408;3,260670012;171,4602868;1,78269E-05;6,22536951;8,46465E-06
20090820;12,3;77;13;10;29,50609626;1,481162363;152,6785093;0,005786214;2,892180778;0,002012507
20090821;13,6;77;10;0;51,18770816;1,955029799;154,8305093;0,312417393;3,79040685;0,11995681
20090822;15,6;69;16;0;70,69995491;2,680617411;157,3425093;1,432970938;5,142217138;0,623984337
20090823;20,2;65;2;0;78,64948525;3,725480391;160,6825093;1,102692749;7,042739795;0,555389736
20090824;22,4;62;19;0;84,26332382;4,977073471;164,4185093;4,964840595;9,253844634;5,161950828
20090825;21,1;74;8;0;84,31078733;5,786053903;167,9205093;2,870803768;10,65431573;3,061280598
20090826;25;68;23;0;84,94071437;6,956636815;172,1245093;6,659136356;12,63647458;7,99673056
20090827;26,4;62;18;0;86,14598754;8,421267015;176,5805093;6,121357868;15,04836263;8,12483281
20090828;26,2;56;24;0;87,22868879;10,10482089;181,0005093;9,65570549;17,73446149;12,89858824
20090829;28,4;53;23;0;88,15883613;12,04808383;185,8165093;10,48789581;20,73508287;14,84400809
20090830;30,3;44;30;0;90,05811476;14,51258693;190,9745093;19,59687748;24,39129839;25,26855757
20090831;27,5;55;8;0;89,45085989;16,31639465;195,6285093;5,929562983;27,00244284;10,81757199
20090901;17,4;100;14;63;9,549636579;5,987311253;61,18041552;2,0869E-06;9,620813509;1,23301E-06
20090902;16,9;100;3;10;1,630472773;2,539547459;48,11735593;7,64229E-09;4,487048989;3,13997E-09
20090903;16,6;100;2;4;0;0,91496731;46,28378961;2,10734E-09;1,74375546;6,28325E-10
20090904;15,7;94;18;6;12,56923175;0,166096224;40,69768029;1,2411E-05;0,328837304;2,79815E-06
20090905;17,6;74;10;0;43,56396755;0,96724686;43,56968029;0,108209662;1,832774727;0,032700417
20090906;20,6;65;14;0;71,17192784;2,21873577;46,98168029;1,316320405;3,968889097;0,51460265
20090907;14,1;100;23;11;15,07422559;0,46476075;32,19079371;5,25988E-05;0,897139927;1,35356E-05
20090908;9,6;85;14;3;27,34539379;0,26446869;31,02839463;0,003251158;0,51790162;0,000769751
20090909;9,7;60;3;0;48,77340971;0,97630965;32,47839463;0,163568827;1,816135448;0,049306799
20090910;13;57;3;0;66,43870287;1,975358664;34,52239463;0,647588607;3,456297206;0,240080742
20090911;16;72;5;0;74,87326472;2,764315728;37,10639463;0,978608589;4,660624832;0,408513411
20090912;18;74;4;0;79,01671006;3,582603276;40,05039463;1,261720215;5,855692433;0,582339685
20090913;19;71;7;0;81,80085908;4,543094238;43,17439463;1,980184395;7,193753212;1,070579539
