DIA;TEMP;H.R.;INT VIENTO (km/h);PREC; FFMC;DMC;DC;ISI ;BUI;FWI
20220101;39;28;14;0;94,9;121,7;417,1;17,2;140,8;51
20220102;32;49;10;18;75,18548535;57,816032;356,695242;1,280902243;82,28751096;5,559950549
20220103;34;48;13;0;88,8081504;61,79150012;366,519242;6,955930042;86,93996569;22,88446649
20220104;22;91;3;13;29,63124791;29,53013606;329,879296;0,003620381;48,25993869;0,005940229
20220105;26;49;21;1;76,78204812;32,54048807;338,263296;2,468805965;52,46364139;7,56348561
20220106;26;43;4;0;86,84455237;35,90499914;346,647296;3,337662592;57,03983293;10,33075656
20220107;28;48;12;0;88,77492219;39,20090006;355,391296;6,582695565;61,45503744;18,29821907
20220108;28;50;27;0;88,82387521;42,37003556;364,135296;14,1140677;65,64444032;32,28393968
20220109;31;47;19;0;89,68094935;46,07563709;373,419296;10,66680101;70,42667446;27,65867005
20220110;33;40;3;0;91,16085789;50,53202969;383,063296;5,886123714;76,0000698;18,89493503
20220111;36;31;9;0;93,51950504;56,10774788;393,247296;11,10348626;82,71239329;30,79763086
20220112;39;29;0;0;94,46330012;62,30901639;403,971296;8,041668859;89,93776239;25,77767271
20220113;36;36;6;0;94,24911639;67,48069703;414,155296;10,56297869;95,89826048;32,0349415
20220114;38;37;27;0;94,29987672;72,84601076;424,699296;30,64126831;101,9674333;64,74089969
20220115;38;42;32;0;93,4725142;77,78550594;435,243296;35,14390476;107,5281574;71,83425729
20220116;29;77;10;5;65,86088706;51,92050085;427,68161;0,902276426;79,66323238;3,754564525
20220117;23;89;12;17;33,34962857;23,17903481;367,9415671;0,015035759;40,05046998;0,021636998
20220118;22;93;9;36;15,74930922;8,670204736;254,6022621;3,52184E-05;15,97995892;2,77946E-05
20220119;29;75;9;3;52,52386364;7,479793836;259,0131738;0,344166646;13,95229985;0,250536106
20220120;34;62;4;0;79,80554944;10,38494362;268,8371738;1,36345512;18,94072806;1,679174257
20220121;35;58;15;1;86,71102906;13,68737884;278,8411738;5,700171115;24,38260655;9,902687351
20220122;37;49;15;0;90,20980275;17,91964495;289,2051738;9,406375028;31,03226064;16,70102176
20220123;28;76;9;2;75,96068956;17,19608298;297,9491738;1,276023368;30,05554066;2,439611481
20220124;26;91;7;1;71,25054543;17,72732157;306,3331738;0,927625528;30,97358503;1,470617953
20220125;29;77;5;0;79,45530137;19,2352202;315,2571738;1,38431824;33,37895067;2,985349507
20220126;24;94;3;57;17,96487869;7,192666363;161,5468883;6,73557E-05;12,94449092;4,69388E-05
20220127;23;64;21;0;64,79760333;9,082385923;169,3908883;1,506808712;16,01768477;1,66961531
20220128;24;63;3;0;78,21061078;11,10518739;177,4148883;1,115569594;19,2050508;0,985814556
