DIA;TEMP;H.R.;INT VIENTO (km/h);PREC; FFMC;DMC;DC;ISI ;BUI;FWI
20120120;34,9;36;22;0;92,45889298;76,25253305;350,6919404;18,42359502;98,79918381;46,62961875
20120121;31,2;42;7;34;73,26010606;35,12605964;249,3509151;1,001433847;51,95490321;2,931593801
20120122;28,8;65;11;7;67,43692351;21,95513279;241,9074705;1,002847052;35,78972169;2,033797022
20120123;29,6;51;11;0;85,64326504;25,23164862;250,9394705;4,00953199;40,32638006;9,803748149
20120124;25;71;27;20;63,50623869;11,66332013;206,2843248;1,927955836;20,43776157;3,016775583
20120125;22,8;57;5;0;79,35708364;13,9017535;214,0923248;1,371021342;23,92041866;2,174079521
20120126;24,8;54;11;0;85,89043671;16,49674184;222,2603248;4,150517652;27,82953224;8,126213478
20120127;26,8;52;9;0;87,7738418;19,41365336;230,7883248;4,902494689;32,08080414;10,16923166
20120128;28,4;45;14;0;89,45887109;22,94762061;239,6043248;8,031569753;37,02923952;16,23845715
20120129;32,2;44;27;0;90,44667358;27,00934149;249,1043248;17,81125423;42,4987721;30,6224801
20120130;31,5;45;18;0;90,49617853;30,91467479;258,4783248;11,39855727;47,59741528;23,79996933
20120131;29,2;55;22;0;89,69479295;33,88451414;267,4383248;12,43184601;51,46686202;26,2828274
20120201;30,1;56;14;23;71,45990983;14,67612737;212,6693964;1,329479257;25,0334193;2,170433811
20120202;25,5;73;7;0;79,98109425;16,10441171;220,2633964;1,614863889;27,23132321;3,050106013
20120203;28,4;73;11;0;83,53470634;17,68841126;228,3793964;3,011892696;29,63802197;6,303917388
20120204;30,6;77;7;0;83,95368743;19,13837243;236,8913964;2,602259815;31,84489936;5,740037691
20120205;21,8;94;14;13;30,00736065;9,02906056;211,2958201;0,006991826;16,31517702;0,005587764
20120206;28,6;70;7;16;49,69853183;5,624158544;181,2374164;0,224972305;10,43849851;0,138919538
20120207;23,8;89;11;36;27,71202357;2,579150944;108,49431;0,003119055;4,868938177;0,001326449
20120208;23,5;81;25;50;43,3283233;1,486273385;23,3884195;0,221571432;2,565042309;0,074034065
20120209;24,7;72;11;0;70,2204399;2,922910265;30,8384195;1,096570156;4,725981925;0,460457125
20120210;24,3;53;11;0;83,91204832;5,297020325;38,2164195;3,165660727;7,867749767;2,829617614
20120211;25;42;7;0;88,57614751;8,307514385;45,7204195;4,972939917;11,42510397;5,79096749
20120212;27,7;50;11;0;88,65957063;11,17124239;53,7104195;6,156481546;14,6992394;8,065997186
20120213;30;56;7;0;88,70848556;13,89257947;62,1144195;5,068308041;17,82067785;7,525396286
20120214;30,8;44;9;0;90,08791067;17,44519315;70,6624195;6,832272037;21,57453889;10,77933258
20120215;33,4;48;5;0;90,13729717;21,01292095;79,6784195;5,624930992;25,3273911;9,999063513
20120216;34;52;14;0;90,18669997;24,36348271;88,8024195;8,914693911;28,90281124;15,46939489
20120217;33,9;60;22;0;89,57459305;27,14766271;97,9084195;12,21936529;32,06687911;20,57412722
20120218;34;54;27;0;89,62381008;30,35861773;107,0324195;15,83118171;35,52588109;25,95318865
20120219;27,3;71;14;0;86,75630521;31,99651105;114,9504195;5,455041372;37,73448597;12,14963694
20120220;21,3;96;9;52;17,97270046;9,58597495;24,67768294;9,14232E-05;9,726435333;5,4333E-05
20120221;24;76;13;24;42,18215428;5,110494237;7,324;0,099559439;4,858781877;0,04230206
20120222;24,4;68;7;0;69,24409604;6,733273437;14,72;0,868955892;6,670806739;0,426332447
20120223;22,2;66;11;0;80,40047261;8,308721577;21,72;2,065079876;8,494129028;1,538206717
20120224;24,6;54;16;0;86,26056637;10,65976272;29,152;5,624682356;11,13783399;6,42548294
20120225;26,3;67;16;0;86,30868927;12,45794526;36,89;5,662989092;13,50994415;7,158329969
20120226;25,8;54;27;0;87,50530735;14,91876264;44,538;11,68349689;16,2388369;14,35282692
20120227;26,9;44;29;0;89,42705098;18,03704424;52,384;17,022129;19,38624085;20,61251326
20120228;18;98;22;15;21,25409002;8,060924261;34,29607628;0,00063497;10,15486735;0,000386249
20120229;20,8;87;7;78;20,99632779;3,581658;6,748;0,000271006;3,45178693;0,000100421
20120301;18,6;100;8;36;0,112689041;1,062963529;5,052;3,11355E-09;1,393126729;8,7758E-10
20120302;25;76;0;0;18,82430724;2,154453001;11,256;8,21752E-05;2,91435283;2,86567E-05
20120303;26,6;77;0;0;36,97536859;3,264587009;17,748;0,018838136;4,472487919;0,007729555
20120304;28,7;68;11;0;72,43226684;4,926215937;24,618;1,184474351;6,567124866;0,576799117
20120305;32,3;68;23;0;84,68055281;6,788578561;32,136;6,426348367;8,884915695;6,493474235
20120306;21,8;100;0;25;11,83836218;2,634413785;5,628;3,46973E-06;2,562049077;1,15891E-06
20120307;30;84;8;0;45,1539327;3,501471833;12,732;0,126029941;4,14980957;0,050153823
20120308;28,4;96;0;0;47,67927224;3,707084473;19,548;0,121545743;5,029623376;0,052418853
20120309;27,2;92;10;0;59,49539562;4,101581945;26,148;0,655916075;5,892439848;0,303604704
20120310;29,3;92;5;0;66,56015032;4,525353081;33,126;0,719324643;6,746576439;0,354838366
20120311;33,1;75;6;0;80,03769304;6,015173481;40,788;1,544601271;8,789710433;0,870053689
20120312;32,2;78;10;0;83,14795144;7,291714329;48,288;2,723583183;10,586791;2,851890213
20120313;20,1;100;11;80;8,196780837;2,693531292;5,322;8,35175E-07;2,58547841;2,7978E-07
20120314;24,5;79;14;1;45,91069887;3,63028854;11,436;0,191180796;4,048024935;0,075327995
20120315;22,1;78;2;0;61,51109165;4,519650332;17,118;0,494865294;5,445123117;0,22101007
20120316;23,2;77;5;0;73,38590074;5,493522404;22,998;0,910384266;6,87905344;0,453320629
20120317;25,3;81;10;0;87;21;320;7;37;15
20120318;27,8;81;8;0;84,56302039;21,95679577;326,708;2,970458823;37,59675593;7,231760525
20120319;29,7;73;15;0;84,79307742;23,40584214;333,758;4,361106263;39,82886877;10,44019467
20120320;21,9;100;14;26;11,66663058;8,889576505;256,5241316;6,43433E-06;16,36166213;5,15111E-06
20120321;24,4;97;13;0;19,83334176;9,022876225;262,6201316;0,000235562;16,61835467;0,000190376
20120322;22,3;86;8;0;42,06322967;9,593712673;268,3381316;0,075795554;17,61314779;0,063476135
20120323;20;80;5;0;59,38058175;10,32903923;273,6421316;0,506023427;18,8767493;0,442374082
20120324;22,1;73;3;0;72,25884917;11,4205287;279,3241316;0,786336268;20,72285548;0,728996442
20120325;20,9;88;8;0;75,37207036;11,88054342;284,7901316;1,170613074;21,51703071;1,448394404
20120326;21;94;16;10;30,97095483;5,930411321;263,0208524;0,01003215;11,22792408;0,006449269
20120327;16,2;73;24;0;61,4762963;6,744323729;267,6408524;1,49626485;12,68925138;1,179692365
20120328;18,2;69;18;0;76,56693568;7,786849513;272,6208524;2,090590753;14,53574077;2,553334761
20120329;21,2;70;11;0;81,72484177;8,952568633;278,1408524;2,400399925;16,57165067;3,361798266
20120330;24,5;74;0;0;82,63236451;10,11236332;284,2548524;1,541191166;18,57289986;2,030712284
20120331;24,4;65;13;0;84,87744215;11,66752672;290,3508524;3,988888653;21,20480619;6,679922703
20120401;25,9;69;0;0;84,97284234;12,91989634;295,7168524;2,099420466;23,29535248;3,689481197
20120402;26;71;0;0;85,0205401;14,09580708;301,1008524;2,113229885;25,23788342;3,941315802
20120403;25;85;5;0;83,01249869;14,68159287;306,3048524;2,080601585;26,22115049;3,983256545
20120404;29;77;8;0;83,62021136;15,71745366;312,2288524;2,618619288;27,92107309;5,294641508
20120405;21;82;18;37;43,44949356;6,670147352;206,8023722;0,158888247;12,34487419;0,107754069
20120406;21;67;0;0;58,76491891;7,76136977;211,2863722;0,377277296;14,21711481;0,277691933
20120407;25;68;13;0;78,07831789;9,011046122;216,4903722;1,825526789;16,32349723;2,327147523
20120408;25;88;2;0;78,81083888;9,479674754;221,6943722;1,119080491;17,12832685;0,921262834
20120409;24;82;16;0;80,79907681;10,15568502;226,7183722;2,775324755;18,26585566;4,237500771
20120410;19;100;13;2;53,44608969;8,455878315;230,8423722;0,463031109;15,49296761;0,358680814
20120411;23;74;5;0;70,37642285;9,393434831;235,6863722;0,814616909;17,08457712;0,669569336
20120412;24;91;3;0;72,99974698;9,731439965;240,7103722;0,809727996;17,67633278;0,6796165
20120413;23;95;4;0;73,71994393;9,911739295;245,5543722;0,878657495;18,00641752;0,745941263
20120414;24;86;3;0;76,65204224;10,43752506;250,5783722;0,987760745;18,90625934;0,864358972
20120415;22;85;10;0;78,77049485;10,95597915;255,2423722;1,668347771;19,78846656;2,425277053
20120416;24;82;0;0;79,76269626;11,63198942;260,2663722;1,109746378;20,92589543;1,197015983
20120417;25;79;8;0;81,67164567;12,45208952;265,4703722;2,050680345;22,29031826;3,474799766
20120418;25;80;8;0;82,20052702;13,23313724;270,6743722;2,185827482;23,58377635;3,895940672
20120419;24,2;73;10;0;83,45645235;14,25523245;275,7343722;2,834756248;25,24730449;5,362754827
20120420;25,1;86;10;0;82,47125634;14,80406062;280,9563722;2,49979638;26,16184318;4,835643433
20120421;21,2;55;8;0;85,61337504;16,30555753;285,4763722;3,432766805;28,53633898;6,954612744
20120422;16,4;74;5;0;84,5163351;16,98635583;289,1323722;2,537654918;29,62202111;5,337537005
20120423;15,8;86;3;0;81,93300868;17,34037094;292,6803722;1,644687255;30,20662794;3,391315565
20120424;12,9;75;0;0;81,97970283;17,86406194;295,7063722;1,42198363;31,04016717;2,901862178
20120425;15,7;67;6;0;83,05104734;18,69358849;299,2363722;2,198939698;32,33688499;4,903264887
20120426;16,2;74;8;0;83,09811061;19,36660623;302,8563722;2,446788556;33,39455056;5,578004964
20120427;17,1;61;6;0;84,35492469;20,42865158;306,6383722;2,611132085;35,02394927;6,129798804
20120428;12,7;100;12;1;72,95881683;20,42865158;309,6283722;1,272104264;35,07230449;2,798268877
20120429;12,3;100;13;4;31,49723756;13,89505752;303,8895988;0,009906296;24,93930153;0,010348168
20120430;13,5;79;2;0;45,87270946;14,35381083;307,0235988;0,103856311;25,70343673;0,110656858
20120501;16,6;73;16;0;67,3568821;14,9693078;309,7155988;1,286686066;26,71108627;2,203223633
20120502;20,2;75;23;0;78,31297106;15,6551252;313,0555988;3,082774036;27,83087037;6,192867854
20120503;22;76;10;0;81,33904433;16,36914805;316,7195988;2,181256988;28,99225038;4,504496647
20120504;21,9;83;3;0;81,38554239;16,87272477;320,3655988;1,541327744;29,81922041;3,103242647
20120505;24,9;78;0;0;82,01983863;17,60941501;324,5515988;1,428915562;31,01220474;2,917608252
20120506;22;91;18;0;80,13836007;17,87717358;328,2155988;2,857325764;31,46920338;6,23094655
20120507;23,2;87;10;0;80,18446172;18,2840275;332,0955988;1,918827522;32,14374788;4,231085083
20120508;22,7;78;8;0;81,70923237;18,95838242;335,8855988;2,059858922;33,22804111;4,671740745
20120509;25,6;83;13;0;81,75585265;19,5429693;340,1975988;2,664701196;34,17753713;6,150619867
20120510;17,9;98;5;0;76,62053614;19,59191026;343,1235988;1,090066286;34,28915534;2,210371136
20120511;19,7;78;3;0;79,34458216;20,18126246;346,3735988;1,23809555;35,23077221;2,711705087
20120512;14,4;70;10;0;81,53356213;20,78014526;348,6695988;2,231380209;36,170963;5,37559836
20120513;15,9;71;2;0;82,30213952;21,41508982;351,2355988;1,635929377;37,16520562;3,961807672
20120514;18,2;65;8;0;83,77134792;22,28507978;354,2155988;2,671313573;38,51270045;6,66081949
20120515;20,7;55;10;0;85,93355533;23,5485293;357,6455988;3,97052319;40,44026744;9,739558014
20120516;20,9;74;10;0;85,01386053;24,28521954;361,1115988;3,49418068;41,57971566;8,8811598
20120517;22,3;76;11;0;84,67176491;25,00851541;364,8295988;3,506607358;42,69955633;9,051863678
20120518;23,3;78;21;0;84,34789742;25,69987086;368,7275988;5,554096141;43,77251278;13,3772984
20120519;18,8;100;14;4;35,85037338;17,79096548;361,7976135;0,02982448;31,68655921;0,036539099
20120520;21,2;97;5;0;40,11130283;17,87712733;365,3176135;0,045628036;31,85689429;0,056103949
20120521;20,2;96;2;0;44,02361194;17,98685811;368,6576135;0,077947337;32,06283979;0,096263027
20120522;21;97;6;0;47,81387342;18,07224721;372,1416135;0,167491047;32,23137771;0,207584085
20120523;17,9;100;5;42;3,549761083;6,741987954;235,0542791;3,30273E-08;12,58177796;2,26431E-08
20120524;17,3;100;0;0;3,570576984;6,741987954;237,8722791;2,60414E-08;12,59175881;1,78618E-08
20120525;17;100;11;0;3,591399757;6,741987954;240,6362791;4,59759E-08;12,60133617;3,15485E-08
20120526;16,8;100;8;0;3,612229404;6,741987954;243,3642791;4,00936E-08;12,6105893;2,75237E-08
20120527;19,5;100;10;0;3,633065928;6,741987954;246,5782791;4,49798E-08;12,62124499;3,08929E-08
20120528;22,6;100;2;0;3,653909332;6,741987954;250,3502791;3,04901E-08;12,63342372;2,09527E-08
20120529;24,2;100;10;0;3,674759617;6,741987954;254,4102791;4,62779E-08;12,64615385;3,18204E-08
20120530;16,8;76;3;0;26,60029606;7,295278386;257,1382791;0,001488404;13,62422356;0,001068502
20120531;16,8;75;0;0;39,60294311;7,871622586;259,8662791;0,032174453;14,63497338;0,024090698
20120601;17,9;77;13;0;62,07591385;8,384782946;262,7922791;0,887830958;15,53073707;0,688752249
20120602;19,2;81;14;0;72,95043821;8,837702742;265,9522791;1,406476219;16,31963515;1,48541347
20120603;15,9;64;24;0;81,15156142;9,556362102;268,5182791;4,32156507;17,55114438;6,444945505
20120604;13,5;74;16;0;81,7455406;10,00211879;270,6522791;3,095662336;18,3123753;4,763486813
20120605;12,2;58;14;0;83,73983736;10,6580716;272,5522791;3,599110907;19,41782342;5,746340667
20120606;6,7;82;24;0;81,59321876;10,82294051;273,4622791;4,549279505;19,69698934;7,221083351
20120607;7,4;57;10;0;83,07425413;11,25213985;274,4982791;2,697896715;20,41243116;4,429043638
20120608;10,7;43;2;0;85,34418654;12,04196058;276,1282791;2,444075281;21,71630027;4,155261696
20120609;12,2;51;5;0;85,73216195;12,80723885;278,0282791;3,000578416;22,96930299;5,337943142
20120610;15;76;0;0;84,39701324;13,26098065;280,4322791;1,940968834;23,71803638;3,414551653
20120611;16,4;90;8;0;80,58278098;13,46647965;283,0882791;1,810924798;24,07039402;3,178632781
20120612;15,7;100;11;0;74,77273135;13,46647965;285,6182791;1,316871881;24,09307689;2,057768215
20120613;25,3;96;23;0;75,13532364;13,59048361;289,8762791;2,458797755;24,32934108;4,523467887
20120614;24,2;95;16;1;68,98860408;13,73903003;293,9362791;1,356443112;24,60309464;2,199251758
20120615;19,1;100;11;4;29,92534009;8,919349744;288,7510955;0,005876969;16,55988683;0,004739455
20120616;11;95;3;0;34,34061928;8,990393684;290,4350955;0,012119614;16,68925147;0,009820223
20120617;7,8;100;0;0;34,37160079;8,990393684;291,5430955;0,010495896;16,69380859;0,008505979
20120618;11,7;100;5;12;5,52116271;4,016869759;259,3810849;1,21508E-07;7,734299101;6,41041E-08
20120619;10,7;100;2;0;5,542629469;4,016869759;261,0110849;1,05902E-07;7,736099809;5,58774E-08
20120620;14,7;90;3;0;16,35260426;4,202405999;263,3610849;3,39634E-05;8,082388893;1,83215E-05
20120621;11;100;2;0;16,37764702;4,202405999;265,0450849;3,26494E-05;8,084359346;1,76149E-05
20120622;14,7;85;6;0;33,43304576;4,480710359;267,3950849;0,011341814;8,601101416;0,006317021
20120623;16,6;76;13;0;57,95351671;4,979544503;270,0870849;0,685244117;9,520280002;0,402599415
20120624;18,1;89;11;0;65,9777533;5,227552439;273,0490849;0,953008896;9,977551775;0,574204515
20120625;13,7;79;14;0;73,82350795;5,592518663;275,2190849;1,461123841;10,6443004;0,911949906
20120626;17,2;89;11;0;75,71450731;5,828901227;278,0190849;1,389770346;11,0771959;0,8867351
20120627;21,1;94;11;0;75,97897024;5,985315323;281,5210849;1,412939252;11,36648414;0,914562094
20120628;23,8;91;14;0;77,15262238;6,248471471;285,5090849;1,782917277;11,84866211;1,644001468
20120629;22;100;5;3;40,30641404;3,912895562;284,2996577;0,047342556;7,565476703;0,024702183
20120630;19;100;7;0;40,33936517;3,912895562;287,4236577;0,052687131;7,568212928;0,027495811
20120701;27;79;14;0;68,064354;4,639367672;291,9876577;1,190737454;8,924243915;0,676075412
20120702;12;100;12;0;68,10646942;4,639367672;293,8516577;1,078072878;8,926407189;0,612184613
20120703;9;99;6;1;59,9959169;4,651801782;295,1756577;0,553688898;8,950948809;0,314865615
20120704;10;100;8;6;19,43702438;2,039426103;281,6887231;0,000156851;4,006337506;6,15477E-05
20120705;11;77;6;1;37,27352897;2,382041233;283,3727231;0,027156643;4,666025523;0,011341889
20120706;10;54;8;0;61,0467545;3,010640893;284,8767231;0,652277152;5,866291096;0,301304517
20120707;10;44;0;0;71,67808732;3,775892653;286,3807231;0,661773899;7,31080526;0,339479448
20120708;12;54;6;0;79,63299666;4,517753513;288,2447231;1,481852168;8,694815337;0,830001183
20120709;12;85;3;0;79,67893146;4,759664663;290,1087231;1,279897673;9,144266143;0,736065498
20120710;15;54;11;0;83,91478166;5,671417323;292,5127231;3,166811032;10,81844778;3,480002585
20120711;10;65;0;0;83,9621301;6,149699673;294,0167231;1,830966945;11,68821787;1,703925381
20120712;12;67;10;0;84,00949417;6,681904203;295,8807231;3,049434624;12,64963826;3,687899899
20120713;16;51;9;0;85,79612257;7,713442893;298,4647231;3,703459921;14,49065425;4,949849285
20120714;11;62;3;0;85,59548207;8,279502673;300,1487231;2,661720559;15,4907382;3,616680556
20120715;9;79;10;0;83,0432666;8,540618983;301,4727231;2,687194807;15,95148752;3,730658807
20120716;9;75;7;0;82,86055042;8,851471733;302,7967231;2,257009141;16,4973044;3,110400285
20120717;11,8;89;2;0;80,49130327;9,026164823;304,6247231;1,325222369;16,80730966;1,347004002
20120718;14,6;69;16;0;82,28912589;9,625341193;306,9567231;3,306620089;17,85126284;5,014679453
20120719;16,9;60;14;0;84,35258926;10,51173319;309,7027231;3,905980095;19,3790849;6,20867194
20120720;19;67;18;0;84,40008224;11,32832182;312,8267231;4,808773018;20,77577298;7,823799566
20120721;19,9;67;13;0;84,4475909;12,18147412;316,1127231;3,762060833;22,22211307;6,504228468
20120722;16,5;60;5;0;84,88537667;13,04816852;318,7867231;2,668616037;23,67386635;4,835687813
20120723;14,2;88;5;0;81,32270083;13,27419848;321,0467231;1,692330314;24,06126655;2,921087798
20120724;15,6;79;21;0;81,3691935;13,70594525;323,5587231;3,809822195;24,78695265;7,026300452
20120725;12,1;53;0;0;83,23339873;14,46971969;325,4407231;1,66391797;26,04447132;3,051941704
20120726;17,4;40;14;0;87,49291167;15,83624069;328,2767231;6,058523029;28,26382693;11,28575778
20120727;7,7;94;10;0;79,73507374;15,90124277;329,3667231;1,831478931;28,37745252;3,660667331
20120728;17,2;58;10;0;83,75203822;16,84746623;332,1667231;2,946972409;29,90321194;6,210223396
20120729;12,6;32;23;0;88,15524632;17,99435899;334,1387231;10,48249898;31,71839448;18,30059308
20120730;11,6;48;19;0;87,97593933;18,80737743;335,9307231;8,351880989;32,99642068;15,75564888
20120731;11,2;96;14;0;78,56530792;18,86794755;337,6507231;2,003158274;33,11037022;4,525718414
20120801;11,4;100;2;0;74,6963886;18,86794755;339,4067231;0,833429832;33,13138138;1,260440278
20120802;21;92;3;0;75,51490543;19,11574336;342,8907231;0,91763095;33,55487712;1,610338279
20120803;26;67;13;0;83,20743071;20,36915847;347,2747231;3,192356826;35,52855931;7,451291502
20120804;14;100;5;2;54,8805331;17,95317842;349,4987231;0,355133862;31,82000293;0,436327798
20120805;10,9;100;10;0;54,91829587;17,95317842;351,1647231;0,458451375;31,83719244;0,563472784
20120806;18,5;51;16;0;78,25416718;19,29923665;354,1987231;2,155589013;33,97102289;4,972133139
20120807;23,9;70;19;0;83,120854;20,35040665;358,2047231;4,271138705;35,63898795;9,621145128
20120808;14,5;90;14;4;48,31885027;14,0555671;350,7576988;0,268214925;25,55139465;0,284666237
20120809;20,1;57;14;0;75,0488803;15,3332292;354,0796988;1,554915693;27,67078733;2,947899683
20120810;21,4;66;6;0;81,4751055;16,4054226;357,6356988;1,811654794;29,43522255;3,717789562
20120811;25,2;74;11;0;83,23823422;17,36380933;361,8756988;2,897882551;31,00799285;6,255314955
20120812;14,6;100;14;16;14,34449179;7,589603975;309,6770376;2,38665E-05;14,30286678;1,76291E-05
20120813;15,2;60;8;0;48,00492689;8,503421095;312,1170376;0,190098964;15,92235712;0,14970047
20120814;19,2;90;6;0;57,29398;8,787937775;315,2770376;0,458121839;16,43090054;0,367698283
20120815;17,2;100;10;8;14,89648443;4,262669712;295,4779292;2,51911E-05;8,228568773;1,37142E-05
20120816;19,2;100;11;0;14,92104645;4,262669712;298,6379292;2,67927E-05;8,231600818;1,45889E-05
20120817;17,7;100;16;13;1,86009933;1,531026435;263,8241043;1,74075E-08;3,01826383;6,1449E-09
20120818;18,7;100;16;83;0;0,024430186;68,14647688;4,2663E-09;0,04881662;8,76469E-10
20120819;16,4;92;17;0;16,15379144;0,220648586;70,80247688;6,3026E-05;0,437885609;1,4628E-05
20120820;18,2;100;6;38;0;0;8,319141285;2,57782E-09;0;5,15565E-10
20120821;16,6;97;5;62;4,466594798;0,074422836;2,692;6,12445E-08;0,13922328;1,30268E-08
20120822;24,7;84;13;0;37,52611856;0,652986804;6,842;0,040751339;1,054399222;0,010812999
20120823;30;44;37;0;86,04633706;3,0939437;11,946;15,72088648;3,755959125;10,11069038
20120824;10;100;16;4;36,47989458;1,28380514;9,313699483;0,037899446;1,909569997;0,011583797
20120825;12;74;8;15;29,88192154;0,477371336;1,864;0,004992478;0,58207099;0,001200219
20120826;10;76;3;0;45,15530765;0,85074692;3,368;0,097986619;1,042906214;0,025943345
20120827;12;72;5;0;60,60509093;1,364839128;5,232;0,546481081;1,652188225;0,160648483
20120828;13;91;5;0;64,60439332;1,542697092;7,276;0,667628614;2,016513686;0,207236608
20120829;17;81;8;0;72,50128486;2,024693576;10,04;1,021053465;2,69213106;0,346630581
20120830;19;81;10;0;77,31055897;2,55994934;13,164;1,475112967;3,445041021;0,546205384
20120831;21;65;3;0;81,98464198;3,644056;16,648;1,654982805;4,710452252;0,693970519
20120901;23;79;10;0;82,28765079;4,477997458;20,492;2,443581398;5,791847907;1,479499981
20120902;25;78;8;0;82,75852286;5,424152734;24,696;2,343137636;7,003008099;1,632188421
20120903;16;77;16;0;82,80548956;6,072224608;27,28;3,52709523;7,802548124;3,22167827
20120904;21;79;11;0;82,85247177;6,836959306;30,764;2,758078842;8,790139823;2,541228153
20120905;15;100;0;22;12,19289045;2,688029776;2,404;4,15198E-06;2,251566937;1,33157E-06
20120906;15;100;13;18;0,669023827;0,663949642;2,404;6,15256E-09;0,785523812;1,54733E-09
20120907;15;100;0;78;0;0;2,404;1,90535E-09;0;3,8107E-10
20120908;19;92;13;2;16,19501342;0,264963024;5,528;5,2464E-05;0,473221055;1,22857E-05
20120909;16;95;6;0;23,45240992;0,405848214;8,112;0,000620851;0,721458879;0,000154014
20120910;19;81;8;0;46,95025105;1,035135396;11,236;0,164320189;1,682713715;0,048535429
20120911;20;81;3;0;60,66287664;1,695730398;14,54;0,495801585;2,625857818;0,166935804
20120912;21;74;2;0;71,59649006;2,642544786;18,024;0,729811173;3,8675215;0,28242618
20120913;23;65;14;0;81,87544368;4,032447216;21,868;2,842819931;5,520124569;1,892183398
20120914;23;68;10;0;83,95128664;5,303215152;25,712;3,025876099;6,998005412;2,463969292
20120915;28;84;19;0;83,46726276;6,07042152;30,456;4,467315075;8,103109215;4,306454643
20120916;25,4;87;18;0;82,15905204;6,63808173;34,732;3,599211729;8,983690333;3,59447103
20120917;20,3;100;11;0;75,16056496;6,63808173;38,09;1,345189666;9,247273964;0,77820811
20120918;16,4;100;19;1;65,5380047;6,63808173;40,746;1,402734745;9,433888993;0,820150394
20120919;14,8;100;25;24;8,585491257;2,573335439;4,4000402;2,11419E-06;2,400196601;6,9158E-07
20120920;18;55;10;0;50,61446337;3,989602349;7,3440402;0,292300229;3,849094734;0,11290512
20120921;19,9;40;23;0;81,38568231;6,065805149;10,6300402;4,22179546;5,902203157;3,400892615
20120922;18,4;45;35;0;86,98278487;7,833049199;13,6460402;16,22743014;7,665742731;13,39884477
20120923;20,3;53;19;0;87,03114621;9,490386323;17,0040402;7,29730476;9,334788577;7,473770451
20120924;23,1;69;8;0;86,30092265;10,72655088;20,8660402;3,780348148;10,60823802;4,195099005
20120925;12,1;60;33;0;86,03349128;11,59657872;22,7480402;12,82844994;11,48169238;13,18560138
20120926;13;63;2;0;85,77407484;12,45622554;24,7920402;2,594837136;12,34769212;2,991726865
20120927;18;62;18;0;85,82203712;13,65218427;27,7360402;5,849251459;13,55272008;7,383958582
20120928;20;66;11;0;85,87001525;14,83430164;31,0400402;4,138658873;14,7483323;5,589574601
20120929;23;75;18;0;85,04848506;15,82708909;34,8840402;5,25354107;15,76578965;7,266161354
20120930;23;78;10;0;84,38165185;16,70074205;38,7280402;3,205640977;16,66393548;4,650660303
20121001;25;74;3;0,5;84,42915442;17,98601045;44,1820402;2,267487685;17,97733603;3,333837456
20121002;19,6;100;5;29;11,11252178;7,039599805;4,482;3,06946E-06;6,484928619;1,4858E-06
20121003;17,6;100;13;1,5;8,904703498;7,039599805;8,604;1,38449E-06;6,719068858;6,81621E-07
20121004;15,8;99;6;0;10,51607011;7,071608405;12,402;2,35608E-06;6,907788937;1,17557E-06
20121005;26,1;87;15;0;41,09233541;7,741326805;18,054;0,090643321;7,708810867;0,0477417
20121006;18;100;0;40;2,478649268;2,968564259;4,194;1,2145E-08;2,712058016;4,13317E-09
20121007;20;100;10;34;0;0,764225383;4,554;3,15335E-09;1,076726191;8,40236E-10
20121008;20;100;0;52;0;0;4,554;1,90535E-09;0;3,8107E-10
20121009;18;100;2;61;0;0;4,194;2,10734E-09;0;4,21468E-10
