DIA;TEMP;H.R.;INT VIENTO (km/h);PREC; FFMC;DMC;DC;ISI ;BUI;FWI
20130101;23;50;30;31;70,3;13,3;51,8;2,9;16,2;4
20130102;25;31;0;0;84,7449463;17,22254029;60,004;2,034906885;20,05468253;3,177297708
20130103;27;62;15;0;86,18214314;19,54831547;68,568;5,289554496;22,82702181;8,962937245
20130104;31;52;8;0;88,49936911;22,90433195;77,852;5,172582186;26,39494788;9,533472419
20130105;24;85;12;4;59,03203038;16,55060781;81,00331759;0,703372678;21,90972259;0,675651476
20130106;26;84;6;0;70,62972606;17,49503197;89,38731759;0,863839562;23,49423749;0,86797655
20130107;28;72;18;0;81,94363443;19,26974785;98,13131759;3,506200057;25,84951798;6,67540079
20130108;32;61;12;0;86,73020341;22,08145714;107,5953176;4,913941319;29,18767279;9,659524768
20130109;31;60;6;2;80,84433237;22,34033825;116,8793176;1,685426667;30,23355552;3,492651969
20130110;29;60;4;0;85,66176806;24,96277065;125,8033176;2,825247235;33,3711842;6,401255853
20130111;29;54;6;0;87,73020517;27,97856791;134,7273176;4,188567969;36,83401157;9,647045062
20130112;27;52;8;0;88,12382092;30,91638919;143,2913176;4,901305447;40,16687043;11,54284387
20130113;28;53;15;0;88,1886082;33,89537656;152,0353176;7,038892143;43,52926914;16,00419456
20130114;29;60;9;0;88,23736764;36,51780896;160,9593176;5,239170814;46,60291087;13,22947623
20130115;30;55;6;0;88,28614319;39,56605991;170,0633176;4,53587972;50,03177748;12,28324851
20130116;32;46;0;0;89,63317673;43,45919585;179,5273176;4,067647962;54,14837886;11,77798764
20130117;26;85;2;17;35,15202917;19,33015314;150,1573056;0,013914607;29,24752516;0,016152305
20130118;31,5;60;10;0;76,83196763;22,17039554;159,5313056;1,423523825;32,90767271;3,054133558
20130119;31;46;3;0;87,57279742;25,94591408;168,8153056;3,520855237;37,48772435;8,398575515
20130120;25,5;57;15;0;87,62135355;28,43722486;177,1093056;6,489638811;40,58379615;14,48893963
20130121;28;59;15;0;87,66992572;31,03591597;185,8533056;6,534881616;43,79031126;15,17418524
20130122;28;59;6;0;87,71851392;33,63460708;194,5973056;4,181566363;46,97225577;11,09363724
20130123;32;57;12;0;88,11188003;36,73469681;204,0613056;5,985319573;50,66697974;15,35490966
20130124;25;84;24;11;54,36098155;18,27086027;187,2913903;0,881173598;29,37714086;1,159405454
20130125;25,5;60;25;0;81,15358791;20,58835867;195,5853903;4,545917445;32,59809508;9,632579174
20130126;28;40;6;0;89,01777646;24,39132127;204,3293903;5,038100607;37,57044312;11,36771314
20130127;28;42;15;0;90,03450363;28,06751845;213,0733903;9,173221702;42,22846455;19,1774192
20130128;31;43;11;0;90,43875079;32,05278802;222,3573903;7,945596357;47,12347098;18,26607115
20130129;35;35;6;0;92,50712948;37,16369967;232,3613903;8,284141024;53,09676237;20,03885743
20130130;35;36;3;0;92,55731469;42,19598191;242,3653903;7,172575517;58,79941631;19,03519471
20130131;33,5;57;8;0;90,24223073;45,43655909;252,0993903;6,641703869;62,64597972;18,60861037
20130201;35;44;32;0;90,95485807;49,45691501;261,4033903;24,63765551;67,15154073;46,862322
20130202;29;65;6;27;58,77098313;21,11563752;196,7040572;0,510648407;33,29575625;0,647019786
20130203;24,5;49;21;0;83,53825847;23,71208424;204,1180572;4,986997158;36,75092177;11,13487088
20130204;25;50;2;0;86,92982508;26,30733774;211,6220572;3,054544425;40,1399104;7,725526285
20130205;28;53;15;0;88,03115021;29,02728273;219,6660572;6,881786512;43,63833769;15,75402578
20130206;23;60;12;0;87,78206031;30,94438953;226,8100572;5,709095473;46,14837078;14,0706135
20130207;29;59;15;0;87,83068554;33,3986442;235,0340572;6,686977011;49,28768026;16,4519137
20130208;30;55;6;0;88,12355629;36,18182985;243,4380572;4,431347211;52,75968096;12,42732911
20130209;34;43;10;0;90,75747878;40,16062194;252,5620572;7,907132487;57,47362589;20,19043073
